national_inv,lead_time,sales_1_month,pieces_past_due,perf_6_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
58,8.0,0,0,0.48,0,No,No,No,Yes,No
3,2.0,0,0,0.99,0,Yes,No,No,Yes,No
0,2.0,0,0,0.79,0,No,No,No,Yes,No
12,8.0,4,0,0.93,0,No,No,No,Yes,No
0,9.0,0,0,0.68,0,Yes,No,No,Yes,No
13,8.0,0,0,0.96,0,No,No,No,Yes,No
5,8.0,0,0,0.7,0,No,No,No,Yes,No
11,4.0,0,0,0.24,0,Yes,No,No,Yes,No
9,12.0,0,0,0.48,0,Yes,No,No,Yes,No
10,2.0,0,0,0.76,0,Yes,No,No,Yes,No
70,8.0,3,0,0.77,0,No,No,No,Yes,No
32,4.0,4,0,0.73,0,Yes,No,No,Yes,No
4,4.0,0,0,0.79,0,Yes,No,No,Yes,No
17,,0,0,-99.0,0,Yes,No,Yes,Yes,No
500,12.0,0,0,0.95,0,No,No,No,Yes,No
84,2.0,0,0,1.0,0,Yes,No,No,Yes,No
953,4.0,819,0,0.79,0,No,No,No,Yes,No
114726,,930,0,-99.0,0,No,No,No,No,No
40,4.0,34,0,0.77,0,No,No,No,Yes,No
880,2.0,380,0,0.55,0,No,No,No,Yes,No
500,2.0,0,0,0.68,0,No,No,No,Yes,No
9,4.0,0,0,0.24,0,Yes,No,No,Yes,No
3,8.0,0,0,0.9,0,No,No,No,Yes,No
5,4.0,0,0,0.73,0,No,No,No,Yes,No
4,,0,0,-99.0,0,Yes,No,No,No,No
2,9.0,1,0,0.85,0,No,No,No,Yes,No
40,8.0,4,0,0.97,0,No,No,No,Yes,No
0,2.0,0,0,0.97,0,Yes,No,No,Yes,No
77,8.0,8,0,1.0,0,No,No,No,Yes,No
-3,12.0,9,0,0.98,0,No,No,No,Yes,No
89,8.0,2,0,0.87,0,No,No,No,Yes,No
27,8.0,1,0,0.96,0,No,No,No,Yes,No
177,2.0,0,0,0.0,0,No,No,No,Yes,No
120,8.0,0,0,0.97,0,No,No,No,Yes,No
2,12.0,0,0,0.78,0,Yes,No,No,Yes,No
4480,8.0,4501,0,0.92,0,No,No,No,Yes,No
20,8.0,0,0,0.97,0,Yes,No,No,Yes,No
0,12.0,4,0,0.78,0,No,No,Yes,Yes,No
3,12.0,0,0,0.63,0,No,No,No,Yes,No
210,8.0,62,0,0.93,0,No,No,No,Yes,No
172,8.0,1,0,0.77,0,No,No,No,Yes,No
3,2.0,0,0,0.93,0,No,No,No,Yes,No
2,12.0,1,0,0.66,0,No,No,No,Yes,No
30,8.0,0,0,0.74,0,No,No,No,Yes,No
57,2.0,0,0,0.99,0,No,No,No,Yes,No
12,,0,0,-99.0,0,Yes,No,No,Yes,No
6,12.0,0,0,0.63,0,No,No,No,Yes,No
6,8.0,0,0,0.91,0,No,No,No,Yes,No
20,4.0,0,0,0.73,0,No,No,No,Yes,No
2,12.0,0,0,0.82,0,No,No,Yes,Yes,No
10,2.0,0,0,0.51,0,No,No,Yes,Yes,No
1,8.0,3,0,0.85,0,No,No,No,Yes,No
10,2.0,0,0,0.63,0,Yes,No,No,Yes,No
1153,8.0,102,0,1.0,0,No,No,No,Yes,No
122,8.0,10,0,1.0,0,No,No,No,Yes,No
1,9.0,0,0,0.68,0,No,No,Yes,Yes,No
1,9.0,3,0,0.91,0,No,No,No,Yes,No
0,8.0,0,0,0.94,0,Yes,No,No,Yes,No
93,8.0,0,0,0.96,0,No,No,Yes,Yes,No
12,2.0,3,0,0.78,0,No,No,No,Yes,No
3,4.0,0,0,0.68,0,Yes,No,No,Yes,No
59,4.0,14,0,0.73,0,No,No,No,Yes,No
286,8.0,114,31,0.97,0,No,No,No,Yes,No
5,2.0,1,0,0.37,0,No,No,No,Yes,No
3,8.0,0,0,0.84,0,No,No,No,Yes,No
1,8.0,0,0,0.98,0,No,No,No,Yes,No
9,8.0,4,0,0.93,0,No,No,No,Yes,No
56,8.0,20,0,0.72,0,No,No,No,Yes,No
11,2.0,3,0,0.51,0,No,No,No,Yes,No
4,9.0,0,0,0.93,0,No,No,No,Yes,No
2,8.0,0,0,0.37,0,No,No,No,Yes,No
1,8.0,0,0,0.97,0,No,No,No,Yes,No
0,17.0,0,1,0.7,0,No,No,No,Yes,No
8,8.0,0,0,0.94,0,Yes,No,No,Yes,No
4,8.0,4,0,1.0,0,No,No,No,Yes,No
4,8.0,0,0,0.87,0,No,No,No,Yes,No
1933,3.0,474,0,0.98,0,No,No,No,Yes,No
143,8.0,0,0,1.0,0,No,No,No,Yes,No
0,2.0,0,0,0.68,0,Yes,No,No,Yes,No
1,8.0,12,0,0.75,0,No,No,No,Yes,No
2592,8.0,0,0,0.2,0,No,No,No,Yes,No
342,8.0,0,0,0.94,0,Yes,No,No,Yes,No
15,8.0,5,0,0.71,0,No,No,No,Yes,No
1,,0,0,-99.0,0,Yes,No,Yes,Yes,No
78,8.0,1,0,1.0,0,No,No,No,Yes,No
3,2.0,8,0,0.98,0,No,No,No,Yes,No
6,4.0,3,0,0.89,0,No,No,No,Yes,No
19,8.0,2,0,0.43,0,No,No,No,Yes,No
3,2.0,0,0,0.92,0,Yes,No,No,Yes,No
10,14.0,10,0,0.68,0,No,No,No,Yes,No
9,8.0,0,0,0.99,0,No,No,Yes,Yes,No
168,2.0,5,0,0.98,0,No,No,No,Yes,No
63,9.0,0,0,0.85,0,No,No,No,Yes,No
7,8.0,0,0,0.99,0,No,No,No,Yes,No
4,8.0,10,6,0.48,0,No,No,No,Yes,No
28,2.0,1,0,0.66,0,No,No,No,Yes,No
327,4.0,1019,0,0.73,0,No,No,No,Yes,No
4,8.0,0,0,0.97,0,No,No,No,Yes,No
1,8.0,0,0,0.97,0,No,No,No,Yes,No
3,8.0,1,0,0.74,0,No,No,No,Yes,No
6,8.0,5,0,0.84,0,No,No,No,Yes,No
126,2.0,46,0,0.99,0,No,No,No,Yes,No
57,8.0,0,0,1.0,0,No,No,No,Yes,No
3,9.0,0,0,0.69,0,No,No,No,Yes,No
174,2.0,93,0,0.91,0,No,No,No,Yes,No
2,2.0,0,0,0.56,0,No,No,No,Yes,No
41,8.0,4,0,0.91,0,No,No,No,Yes,No
4649,8.0,10,0,0.88,0,No,No,No,Yes,No
5,2.0,0,0,0.96,0,Yes,No,No,Yes,No
0,8.0,0,0,0.97,0,No,No,No,Yes,No
2,2.0,0,0,1.0,0,Yes,No,No,Yes,No
9,2.0,4,0,0.98,0,No,No,No,Yes,No
5,2.0,12,0,0.93,0,No,No,No,Yes,No
16,8.0,6,0,0.99,0,No,No,Yes,Yes,No
15,9.0,0,0,0.7,0,No,No,Yes,Yes,No
423,2.0,240,0,0.98,0,No,No,No,Yes,No
35,8.0,1,0,0.93,0,No,No,No,Yes,No
3,2.0,7,0,0.69,0,Yes,No,No,Yes,No
9,2.0,0,0,1.0,0,Yes,No,No,Yes,No
62,12.0,25,0,0.68,0,No,No,No,Yes,No
60,4.0,0,0,0.56,0,Yes,No,No,Yes,No
103,52.0,5,0,0.76,0,Yes,No,No,Yes,No
0,2.0,0,0,0.95,0,Yes,No,No,Yes,No
32,12.0,0,0,0.58,0,Yes,No,No,Yes,No
2,12.0,0,0,0.73,0,No,No,No,Yes,No
2,4.0,0,0,0.73,0,No,No,No,Yes,No
4,9.0,0,0,0.7,0,No,No,No,Yes,No
7,14.0,6,0,0.44,0,No,No,No,Yes,No
4,9.0,1,0,0.99,0,No,No,No,Yes,No
2,8.0,0,0,1.0,0,No,No,Yes,Yes,No
47,8.0,88,0,0.78,10,No,No,No,Yes,No
39,12.0,119,0,0.85,0,No,No,No,Yes,No
4,12.0,0,0,0.75,0,No,No,No,Yes,No
-24,8.0,211,280,0.09,36,No,No,No,Yes,No
0,8.0,1,0,1.0,0,No,No,No,Yes,No
300,8.0,0,0,0.97,0,No,No,No,Yes,No
7,4.0,0,0,0.73,0,Yes,No,No,Yes,No
1,8.0,1,0,0.08,0,No,No,No,Yes,No
0,8.0,1,0,0.18,0,No,No,No,Yes,No
19,8.0,5,0,0.92,0,No,No,No,Yes,No
22,8.0,2,0,0.83,0,No,No,No,Yes,No
1110,9.0,10,0,0.85,0,No,No,Yes,Yes,No
53,2.0,5,0,0.85,0,No,No,No,Yes,No
478,2.0,496,0,0.98,0,No,No,No,Yes,No
7,8.0,13,0,0.68,0,No,No,No,Yes,No
273,12.0,66,0,0.78,0,No,No,No,Yes,No
213,2.0,191,0,1.0,0,No,No,No,Yes,No
10,8.0,0,0,0.97,0,No,No,No,Yes,No
2,2.0,0,0,0.37,0,Yes,No,Yes,Yes,No
0,2.0,0,0,1.0,0,No,No,Yes,No,No
24,8.0,0,0,0.73,0,No,No,No,Yes,No
10,2.0,0,0,-99.0,0,Yes,No,No,Yes,No
3,2.0,0,0,0.1,0,Yes,No,No,Yes,No
27,12.0,13,0,1.0,0,No,No,No,Yes,No
8,8.0,1,0,1.0,0,No,No,No,Yes,No
399,8.0,3,0,0.98,0,No,No,No,Yes,No
0,4.0,0,0,0.06,0,Yes,No,No,No,No
1745,2.0,565,0,1.0,0,No,No,Yes,Yes,No
22,3.0,8,0,0.37,0,No,No,No,Yes,No
34,,0,0,-99.0,0,Yes,No,No,Yes,No
2,8.0,0,0,0.7,0,No,No,No,Yes,No
6,12.0,0,0,0.74,0,No,No,No,Yes,No
15,8.0,5,0,1.0,0,No,No,No,Yes,No
9,12.0,0,0,0.48,0,Yes,No,No,Yes,No
2445,2.0,22,0,-99.0,0,No,No,No,Yes,No
2,8.0,0,0,0.84,0,No,No,No,Yes,No
0,4.0,0,0,0.79,0,Yes,No,Yes,Yes,No
11,4.0,0,0,0.22,0,Yes,No,No,Yes,No
442,8.0,0,0,0.62,0,No,No,No,Yes,No
55,0.0,2,0,-99.0,0,Yes,No,No,No,No
0,8.0,0,0,0.96,0,No,No,No,Yes,No
2041,12.0,29,0,0.99,0,No,No,No,Yes,No
93,8.0,104,0,0.7,0,No,No,No,Yes,No
216,12.0,1,0,0.63,0,No,No,No,Yes,No
4,8.0,0,0,0.66,0,No,No,No,Yes,No
16,2.0,0,0,1.0,0,Yes,No,Yes,Yes,No
92,8.0,19,0,0.99,0,No,No,No,Yes,No
-580,4.0,1393,462,0.7,788,No,No,No,No,No
9,,1,0,-99.0,0,Yes,No,No,Yes,No
1677,9.0,34,0,0.97,0,No,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,Yes,Yes,No
3,8.0,4,0,0.97,0,No,No,Yes,Yes,No
20,8.0,15,0,0.91,0,No,No,No,Yes,No
62,8.0,6,0,0.6,0,No,No,No,Yes,No
3,12.0,2,0,0.99,0,No,No,No,Yes,No
13,4.0,5,0,0.77,0,No,No,No,Yes,No
0,2.0,0,0,-99.0,0,No,No,Yes,Yes,No
33,9.0,0,0,0.99,0,No,No,No,Yes,No
9,8.0,1,0,1.0,0,No,No,No,Yes,No
8,4.0,6,0,0.73,0,No,No,No,Yes,No
9,2.0,5,0,0.97,0,No,No,No,Yes,No
4,8.0,0,0,0.89,0,No,No,No,Yes,No
65,8.0,0,0,0.88,0,No,No,No,Yes,No
778,8.0,313,0,0.99,0,No,No,No,Yes,No
133,2.0,97,0,1.0,0,No,No,No,Yes,No
42,2.0,10,0,0.39,0,No,No,Yes,Yes,No
8,8.0,0,0,0.4,0,No,No,No,Yes,No
132,8.0,81,0,0.96,0,No,No,No,Yes,No
88,4.0,2,0,0.24,0,Yes,No,No,Yes,No
46,8.0,0,0,0.82,0,No,No,No,Yes,No
62,2.0,4,0,1.0,0,No,No,No,Yes,No
3,9.0,0,0,0.7,0,Yes,No,No,Yes,No
50,4.0,0,0,0.77,0,No,No,No,Yes,No
7,8.0,0,0,0.81,0,No,No,No,Yes,No
1971,8.0,1428,0,0.82,0,No,No,No,Yes,No
276,2.0,0,0,-99.0,0,No,No,Yes,Yes,No
0,2.0,0,5,0.0,0,Yes,No,No,Yes,No
165,8.0,0,0,0.97,0,No,No,No,Yes,No
107,12.0,20,0,0.78,0,No,No,No,Yes,No
16,8.0,10,0,1.0,0,No,No,Yes,Yes,No
10,8.0,0,0,0.96,0,No,No,No,Yes,No
3,3.0,0,0,0.87,0,Yes,No,Yes,Yes,No
70,12.0,13,0,0.75,0,No,No,Yes,Yes,No
89,8.0,11,0,0.96,0,No,No,No,Yes,No
5,12.0,0,0,0.73,0,No,No,No,Yes,No
0,8.0,0,0,1.0,0,No,No,Yes,Yes,No
5,12.0,0,0,0.57,0,No,No,No,Yes,No
7,3.0,0,0,0.98,0,No,No,No,Yes,No
4,12.0,0,0,0.77,0,No,No,No,Yes,No
2,8.0,0,0,0.12,0,No,No,Yes,Yes,No
3,8.0,0,0,0.46,0,No,No,No,Yes,No
7,12.0,0,0,0.98,0,No,No,No,Yes,No
54,4.0,15,9,0.73,0,No,No,No,Yes,No
269,5.0,260,0,0.99,0,No,No,No,Yes,No
9,0.0,0,0,0.0,0,No,No,Yes,No,No
319,8.0,0,0,0.76,0,No,No,No,Yes,No
3,3.0,0,0,0.98,0,No,No,No,Yes,No
5,4.0,1,0,0.89,0,No,No,No,Yes,No
226,8.0,1,0,0.93,0,No,No,No,Yes,No
717,8.0,25,0,0.95,0,No,No,Yes,Yes,No
30,2.0,0,0,0.9,0,Yes,No,No,Yes,No
0,8.0,0,0,0.78,0,Yes,No,Yes,No,No
46,8.0,4,0,0.86,0,No,No,No,Yes,No
3,8.0,0,0,1.0,0,No,No,No,Yes,No
39,12.0,0,0,0.77,0,No,No,No,Yes,No
10,8.0,0,0,-99.0,0,No,No,No,Yes,No
-14,8.0,5,2,0.46,14,No,No,No,Yes,No
14,2.0,1,0,0.98,0,No,No,No,Yes,No
58,2.0,2,0,0.5,0,No,No,Yes,Yes,No
97,16.0,18,0,0.66,0,No,No,Yes,Yes,No
10,2.0,1,0,-99.0,0,Yes,No,No,Yes,No
17,2.0,0,0,0.97,0,No,No,No,Yes,No
4,8.0,0,0,1.0,0,No,No,No,Yes,No
9,8.0,2,0,0.98,0,No,No,No,Yes,No
2,8.0,0,0,0.85,0,No,No,No,Yes,No
0,2.0,0,0,0.97,0,Yes,No,No,Yes,No
504,8.0,325,0,0.69,0,No,No,No,Yes,No
1428,2.0,425,0,0.1,0,Yes,No,No,No,No
111,2.0,22,0,0.76,0,Yes,No,No,Yes,No
7,9.0,0,0,0.87,0,No,No,Yes,Yes,No
11,8.0,0,0,0.98,0,No,No,No,Yes,No
5,12.0,0,0,0.78,0,No,No,No,Yes,No
8,12.0,0,0,0.74,0,No,No,No,Yes,No
0,3.0,0,0,0.41,0,No,No,No,Yes,No
149,8.0,15,0,0.97,0,No,No,No,Yes,No
80,8.0,2,0,0.0,0,No,No,No,Yes,No
45,8.0,6,0,0.98,0,No,No,Yes,Yes,No
32843,9.0,2,0,0.85,0,Yes,No,No,No,No
7,2.0,2,0,0.97,0,Yes,No,No,Yes,No
54,2.0,0,0,1.0,0,Yes,No,Yes,Yes,No
67,,7,0,-99.0,0,No,No,No,No,No
5,8.0,0,0,0.97,0,No,No,No,Yes,No
4,4.0,0,0,0.73,0,Yes,No,Yes,Yes,No
5,8.0,19,0,0.07,0,No,No,No,Yes,No
177,12.0,7,0,0.94,0,No,No,No,Yes,No
32,9.0,0,0,0.94,0,No,No,No,Yes,No
18,8.0,2,0,0.97,0,No,No,No,Yes,No
19,4.0,1,0,0.73,0,No,No,No,Yes,No
84,8.0,5,0,0.79,0,No,No,No,Yes,No
10,8.0,0,0,0.85,0,No,No,No,Yes,No
43,8.0,30,0,0.56,0,No,No,No,Yes,No
105,2.0,23,0,0.94,0,No,No,No,Yes,No
40,4.0,2,0,0.24,0,Yes,No,No,Yes,No
4,8.0,4,0,0.98,0,No,No,No,Yes,No
60,12.0,0,0,0.63,0,No,No,No,Yes,No
9,8.0,1,0,0.73,0,Yes,No,Yes,Yes,No
4223,8.0,680,0,0.7,0,No,No,Yes,Yes,No
3,8.0,0,0,0.95,0,No,No,No,Yes,No
100,9.0,47,0,0.94,0,No,No,No,Yes,No
166,8.0,38,0,0.97,0,No,No,No,Yes,No
6,8.0,0,0,0.0,0,Yes,No,No,Yes,No
5,8.0,0,0,0.37,0,No,No,No,Yes,No
5,4.0,0,0,0.24,0,Yes,No,No,Yes,No
13,9.0,0,0,0.43,0,No,No,No,Yes,No
11,9.0,0,0,0.94,0,Yes,No,No,Yes,No
4730,,15,0,-99.0,0,Yes,No,No,Yes,No
0,12.0,1,0,0.82,0,No,No,Yes,Yes,No
8,12.0,2,0,0.74,0,Yes,No,No,Yes,No
27,12.0,5,0,0.69,0,No,No,No,Yes,No
11,2.0,0,0,0.58,0,No,No,No,Yes,No
2,8.0,0,0,0.98,0,No,No,No,Yes,No
192,8.0,28,0,0.1,0,No,No,No,Yes,No
217,2.0,22,0,1.0,0,No,No,Yes,Yes,No
6,9.0,0,0,0.99,0,No,No,No,Yes,No
1,12.0,0,0,0.78,0,Yes,No,Yes,Yes,No
2,2.0,0,0,0.83,0,No,No,No,Yes,No
2,12.0,0,0,0.78,0,No,No,Yes,Yes,No
114,8.0,6,0,0.0,0,No,No,No,Yes,No
1,8.0,1,0,0.14,0,No,No,No,Yes,No
7,12.0,1,0,0.99,0,No,No,No,Yes,No
70,,16,0,-99.0,0,No,No,No,No,No
5,12.0,6,0,0.73,0,No,No,No,Yes,No
1,8.0,1,0,0.87,0,No,No,No,Yes,No
33,52.0,0,0,1.0,0,Yes,No,No,Yes,No
193,8.0,0,0,0.96,0,No,No,No,Yes,No
0,2.0,0,0,0.94,0,Yes,No,Yes,Yes,No
509,2.0,562,0,0.87,6,No,No,No,Yes,No
0,4.0,0,0,1.0,0,No,No,No,Yes,No
3,0.0,4,0,0.0,0,No,No,Yes,No,No
146,8.0,2,0,-99.0,0,No,No,No,Yes,No
20,8.0,3,0,0.98,0,No,No,No,Yes,No
295,3.0,162,80,0.43,0,Yes,No,Yes,Yes,No
4,8.0,0,0,0.79,0,No,No,No,Yes,No
599,2.0,116,0,0.95,0,No,No,No,Yes,No
0,9.0,0,0,0.86,0,No,No,No,Yes,No
4,8.0,0,0,0.7,0,No,No,No,Yes,No
78,8.0,3,0,0.97,0,No,No,No,Yes,No
37,2.0,0,0,0.92,0,Yes,No,No,Yes,No
0,2.0,0,0,0.37,0,No,No,No,Yes,No
122,2.0,49,0,0.89,0,No,No,No,Yes,No
785,12.0,0,0,0.74,0,No,No,Yes,Yes,No
2,12.0,0,0,0.73,0,No,No,No,Yes,No
1,2.0,1,0,0.95,0,No,No,No,Yes,No
70,8.0,51,0,0.37,5,No,No,No,Yes,No
295,8.0,111,0,0.76,0,No,No,No,Yes,No
1,8.0,0,0,0.66,0,No,No,No,Yes,No
9,8.0,0,0,1.0,0,No,No,No,Yes,No
6,8.0,0,0,0.1,0,No,No,No,Yes,No
238,2.0,0,0,-99.0,0,No,No,Yes,Yes,No
5,2.0,0,0,0.78,0,Yes,No,No,Yes,No
118,2.0,2,0,1.0,0,No,No,No,Yes,No
1,2.0,1,0,1.0,0,No,No,No,Yes,No
45,8.0,1,0,0.48,0,No,No,No,Yes,No
113,8.0,43,6,0.75,0,No,No,No,Yes,No
22,8.0,16,0,0.86,0,No,No,No,Yes,No
3,8.0,0,0,0.34,0,No,No,No,Yes,No
18,8.0,8,0,0.98,0,Yes,No,No,No,No
20,2.0,0,0,0.99,0,No,No,No,Yes,No
1,2.0,1,0,0.38,0,Yes,No,No,Yes,No
59,8.0,3,0,0.93,0,No,No,No,Yes,No
102,15.0,17,0,0.4,0,No,No,Yes,Yes,No
1,2.0,1,0,1.0,0,No,No,No,Yes,No
4,8.0,0,0,0.78,0,Yes,No,No,Yes,No
20,,0,0,-99.0,0,Yes,No,Yes,Yes,No
377,,7,0,-99.0,0,Yes,No,No,Yes,No
18,8.0,1,0,0.88,0,No,No,No,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
105,2.0,37,0,0.99,0,No,No,No,Yes,No
10,12.0,0,0,0.48,0,Yes,No,No,Yes,No
26,2.0,26,18,0.68,1,No,No,Yes,Yes,No
0,,0,0,-99.0,0,Yes,No,No,Yes,No
10,8.0,0,0,0.99,0,No,No,No,Yes,No
0,10.0,3,0,0.89,0,No,No,No,Yes,No
0,9.0,1,0,0.68,0,No,No,No,Yes,No
217,8.0,16,0,0.0,0,No,No,No,Yes,No
27,0.0,0,0,0.0,0,Yes,No,Yes,No,No
281,8.0,9,0,0.86,0,No,No,No,Yes,No
22,,0,0,-99.0,0,Yes,No,Yes,Yes,No
20,2.0,0,0,0.8,0,Yes,No,No,Yes,No
463,8.0,17,0,0.03,0,No,No,No,Yes,No
7,4.0,0,0,0.73,0,Yes,No,No,Yes,No
10,8.0,6,0,0.75,0,No,No,No,Yes,No
44,14.0,1,0,0.65,0,No,No,Yes,Yes,No
16,2.0,8,0,0.91,0,Yes,No,No,Yes,No
4,2.0,1,0,0.82,0,Yes,No,No,Yes,No
124,8.0,31,0,0.99,0,No,No,No,Yes,No
20,2.0,14,1,0.83,0,No,No,No,Yes,No
18,14.0,0,0,0.89,0,No,No,No,Yes,No
1249,8.0,0,0,0.71,0,No,No,No,Yes,No
109,8.0,0,0,0.98,0,No,No,No,Yes,No
275,2.0,11,0,0.93,0,No,No,No,Yes,No
12,8.0,0,0,0.92,0,No,No,No,Yes,No
8,8.0,0,0,0.37,0,No,No,No,Yes,No
1,9.0,0,0,1.0,0,No,No,No,Yes,No
204,2.0,109,0,1.0,0,No,No,No,Yes,No
3,8.0,1,0,1.0,0,Yes,No,No,Yes,No
5,4.0,0,0,0.73,0,Yes,No,No,Yes,No
89810,,141,0,-99.0,0,No,No,No,Yes,No
162,2.0,0,0,-99.0,0,No,No,No,Yes,No
3,8.0,1,0,0.85,0,No,No,No,Yes,No
2,12.0,3,0,0.78,0,No,No,No,Yes,No
15,9.0,0,0,0.43,0,No,No,No,Yes,No
48,2.0,3,0,0.95,0,No,No,No,Yes,No
-2,,0,0,-99.0,2,No,No,No,Yes,No
15,8.0,0,0,0.97,0,No,No,No,Yes,No
768,8.0,0,0,0.33,0,No,No,No,Yes,No
3,10.0,0,0,0.89,0,No,No,No,Yes,No
0,8.0,0,0,0.79,0,Yes,No,Yes,Yes,No
208,8.0,0,0,0.94,0,No,No,No,Yes,No
271,8.0,6,0,0.85,0,Yes,No,No,Yes,No
6,4.0,0,0,0.7,0,No,No,No,Yes,No
1541,4.0,121,0,0.73,0,No,No,No,Yes,No
2714,2.0,2018,0,0.99,0,No,No,No,Yes,No
22,8.0,0,0,0.99,0,No,No,No,Yes,No
45,8.0,5,0,0.81,0,No,No,No,Yes,No
281,8.0,31,0,0.9,0,No,No,No,Yes,No
2,12.0,0,0,0.73,0,No,No,No,Yes,No
6,4.0,0,0,0.73,0,No,No,No,Yes,No
20,9.0,0,0,0.86,0,No,No,No,Yes,No
9,9.0,0,0,0.99,0,No,No,No,Yes,No
16,8.0,2,0,1.0,0,No,No,No,Yes,No
1190,9.0,4,0,0.52,0,No,No,No,Yes,No
50,2.0,0,0,0.97,0,No,No,Yes,Yes,No
1042,8.0,480,0,1.0,0,No,No,No,Yes,No
45,9.0,0,0,0.94,0,No,No,No,Yes,No
3,8.0,0,0,0.96,0,No,No,No,Yes,No
15,12.0,0,0,0.48,0,Yes,No,No,Yes,No
5,8.0,0,0,0.99,0,No,No,No,Yes,No
24409,12.0,0,0,0.94,0,No,No,No,Yes,No
4,8.0,0,0,0.37,0,No,No,No,Yes,No
4,2.0,2,0,-99.0,0,Yes,No,No,Yes,No
14,2.0,0,0,0.87,0,No,No,No,Yes,No
0,2.0,0,0,0.75,0,Yes,No,No,Yes,No
75,2.0,0,0,0.89,0,No,No,No,Yes,No
3,8.0,0,0,0.99,0,No,No,No,Yes,No
272,8.0,0,0,0.8,0,No,No,No,Yes,No
2,9.0,0,0,0.68,0,No,No,No,Yes,No
99,12.0,0,0,0.95,0,No,No,No,Yes,No
11,2.0,0,0,0.83,0,No,No,No,Yes,No
13,4.0,1,0,0.73,0,No,No,No,Yes,No
6,2.0,0,0,0.9,0,Yes,No,No,Yes,No
9,,1,0,-99.0,0,Yes,No,No,Yes,No
2,12.0,0,0,0.73,0,No,No,No,Yes,No
24,2.0,0,0,0.95,0,No,No,No,Yes,No
28,,2,0,-99.0,0,No,No,No,Yes,No
7,14.0,0,0,0.38,0,No,No,Yes,Yes,No
10,8.0,0,0,0.82,0,No,No,No,Yes,No
748,12.0,0,0,0.62,0,No,No,No,Yes,No
1,8.0,0,0,0.48,0,No,No,No,Yes,No
24,8.0,2,0,0.56,0,No,No,No,Yes,No
320,2.0,77,0,0.82,0,No,No,No,Yes,No
1167,12.0,0,0,0.97,0,No,No,No,Yes,No
8,8.0,0,0,0.5,0,No,No,No,Yes,No
8,2.0,0,0,0.75,0,Yes,No,No,Yes,No
4,2.0,3,0,0.64,0,No,No,Yes,Yes,No
187,2.0,122,0,0.93,0,No,No,No,Yes,No
3,12.0,1,0,0.77,0,No,No,No,Yes,No
244,,8,0,-99.0,0,Yes,No,No,Yes,No
7,2.0,0,0,0.0,0,Yes,No,Yes,Yes,No
52,2.0,15,0,0.87,0,No,No,No,Yes,No
1,8.0,0,0,0.79,0,Yes,No,No,Yes,No
10,8.0,0,0,0.82,0,No,No,No,Yes,No
324,,9,0,-99.0,0,Yes,No,No,No,No
12,3.0,0,0,1.0,0,No,No,No,Yes,No
14,2.0,0,0,0.53,0,No,No,Yes,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
0,2.0,0,0,0.17,0,No,No,No,Yes,No
426,8.0,17,0,0.83,0,No,No,No,Yes,No
144,2.0,72,0,0.79,0,No,No,Yes,Yes,No
186,16.0,7,0,0.99,0,No,No,No,Yes,No
24,8.0,11,0,0.85,0,No,No,Yes,Yes,No
362,2.0,262,0,0.99,0,No,No,No,Yes,No
7,14.0,1,0,0.32,0,No,No,No,Yes,No
89,8.0,0,0,0.81,0,No,No,No,Yes,No
0,2.0,0,0,0.98,0,No,No,No,Yes,No
41,8.0,28,0,0.69,0,No,No,No,Yes,No
152,2.0,0,0,0.68,0,No,No,No,Yes,No
0,3.0,0,0,0.09,0,Yes,No,No,Yes,No
2188,8.0,1309,0,0.98,0,No,No,No,Yes,No
5,8.0,0,0,0.99,0,No,No,Yes,Yes,No
41,4.0,4,0,0.73,0,No,No,No,Yes,No
3,12.0,0,0,0.57,0,No,No,No,Yes,No
10,8.0,1,0,0.71,0,No,No,Yes,Yes,No
7,12.0,0,0,0.73,0,No,No,Yes,Yes,No
9,2.0,0,0,0.54,0,No,No,No,Yes,No
15,9.0,6,0,0.86,0,No,No,No,Yes,No
15,8.0,2,0,1.0,0,No,No,No,Yes,No
13,12.0,0,0,0.58,0,Yes,No,No,Yes,No
4,12.0,0,0,0.99,0,Yes,No,No,Yes,No
36,9.0,0,0,0.86,0,No,No,No,Yes,No
183,8.0,11,0,0.08,0,No,No,No,Yes,No
3,9.0,0,0,0.94,0,Yes,No,No,Yes,No
7460,8.0,1017,0,0.97,0,No,No,Yes,Yes,No
6,4.0,1,0,0.73,0,No,No,No,Yes,No
12,2.0,8,0,0.93,0,No,No,No,Yes,No
574,2.0,13,0,0.44,0,No,No,No,Yes,No
8,4.0,0,0,0.73,0,Yes,No,No,Yes,No
3,12.0,0,0,0.73,0,No,No,No,Yes,No
23,8.0,3,0,0.98,0,No,No,Yes,Yes,No
32,8.0,19,16,0.66,0,No,No,No,Yes,No
5,8.0,0,0,0.0,0,No,No,Yes,Yes,No
0,8.0,0,0,0.66,0,No,No,No,Yes,No
7,5.0,0,0,0.99,0,No,No,No,Yes,No
8,12.0,0,1,0.63,0,Yes,No,No,Yes,No
9,8.0,0,0,0.98,0,Yes,No,No,Yes,No
